No,Kode Item,Nama Item,Jenis,Stok,Satuan,H. Beli,Harga Jual,TOTAL,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1,TRM4058,3M SF401AF SECREFIT EYEWEAR CLEAR ANTY FOG-LENS /PCS,ADVANEX,0,PCS,75562.5,95000.0,0.0,,,,,,,,,,,,,,,,,
2,TRM3969,3M SF401AF SECUREFIT EYEWEAR CLEAR ANTYFOG-LENS /PCS,ADVANEX,0,PCS,72066.67,95000.0,0.0,,,,,,,,,,,,,,,,,
3,TRM3495,AKRILIK BENING TEBAL 5MM UK 122 X 244CM MERK MC,ADVANEX,0,PCS,1100000.0,1100000.0,0.0,,,,,,,,,,,,,,,,,
4,TRM3637,CAIRAN ANTI RAYAP (ISI 1 LITER) /DIRIGEN,ADVANEX,0,PCS,27475.0,36000.0,0.0,,,,,,,,,,,,,,,,,
5,TRM3916,CARBON REMOVER KAESAR COOLERCARE COMPRESSOR @ 20 LTR / DIRIGEN,ADVANEX,0,PCS,2402500.0,2850000.0,0.0,,,,,,,,,,,,,,,,,
6,TRM3771,DIAL INDICATOR MITUTOYO TYPE 2046A  /PCS,ADVANEX,0,PCS,0.0,605000.0,0.0,,,,,,,,,,,,,,,,,
7,TRM4175,FIXSTEPS TANGGA LIPAT ALUMUNIUM STOOL 2 STEPS SILVER 42 CM,ADVANEX,0,PCS,299000.0,299000.0,0.0,,,,,,,,,,,,,,,,,
8,TRM3982,GELAS UKUR 700ML BAHAN LEAF GREEN 1875/PCS,ADVANEX,0,PCS,10000.0,13500.0,0.0,,,,,,,,,,,,,,,,,
9,TRM3347,"GUNTING PLAT TEKIRO 10""/PCS",ADVANEX,0,PCS,71500.0,105000.0,0.0,,,,,,,,,,,,,,,,,
10,TRM3907,HAND SEALER FS-500 H 5MM HUALIAN /UNIT,ADVANEX,0,PCS,1200000.0,1550000.0,0.0,,,,,,,,,,,,,,,,,
11,TRM3554,HANDY TALKIE / JARAK 1 KM MERK WLN KC-C1 UHF/UNIT,ADVANEX,0,PCS,0.0,249750.0,0.0,,,,,,,,,,,,,,,,,
12,TRM3638,HHVS 2 CM,ADVANEX,0,ROL,45000.0,45000.0,0.0,,,,,,,,,,,,,,,,,
13,TRM3143,KIPAS ANGIN STAND 20 INCH MEREK REGENCY,ADVANEX,0,PCS,800000.0,1080000.0,0.0,,,,,,,,,,,,,,,,,
14,TRM3653,"KIPAS ANGIN TUMPU 18"" SFN 1808 SEKAI - BALING-BALING ALUMUNIUM /UNIT",ADVANEX,0,PCS,530000.0,649953.0,0.0,,,,,,,,,,,,,,,,,
15,TRM3066,KONTAKTOR MITSUBISHI COIL 100 VOLT,ADVANEX,0,PCS,816000.0,1300000.0,0.0,,,,,,,,,,,,,,,,,
16,TRM3348,KUNCI L TEKIRO PANJANG 8 PCS/SET,ADVANEX,0,PCS,82200.0,144450.0,0.0,,,,,,,,,,,,,,,,,
17,TRM3679,LEVEL KACA TANGKI HIDROLIK ZAXIS ZX200 EX200,ADVANEX,0,PCS,120000.0,153900.0,0.0,,,,,,,,,,,,,,,,,
18,TRM3231,MESIN GERINDA TANGAN MAKITA MT90 M0900B,ADVANEX,0,PCS,0.0,430000.0,0.0,,,,,,,,,,,,,,,,,
19,TRM3353,"NIPPLE SPEED CONTROL DPC 1/4"" X 6MM/PCS",ADVANEX,0,PCS,40000.0,50000.0,0.0,,,,,,,,,,,,,,,,,
20,TRM3352,"NIPPLE SPEED CONTROL DPC 1/8"" X 6MM (NSE06-01)/PCS",ADVANEX,0,PCS,38000.0,50000.0,0.0,,,,,,,,,,,,,,,,,
21,TRM3165,"NYLON BAR WARNA BIRU UK DIAMETER 2,5CM X 100CM /POTONG",ADVANEX,0,PCS,0.0,94500.0,0.0,,,,,,,,,,,,,,,,,
22,TRM3163,NYLON SHEET WARNA BIRU UK TEBAL 2CM X 15CM X 30CM / POTONG,ADVANEX,0,PCS,0.0,189000.0,0.0,,,,,,,,,,,,,,,,,
23,TRM4088,ONDA BALL VALVE UK 1/4 INCH /PCS,ADVANEX,0,PCS,0.0,110295.0,0.0,,,,,,,,,,,,,,,,,
24,TRM3019,PALLET PLASTIK TO EXPORT 110 X 110 X 12 CM,ADVANEX,0,PCS,135000.0,185000.0,0.0,,,,,,,,,,,,,,,,,
25,TRM3125,PERLAK WARNA HIJAU @20 MTR /ROLL,ADVANEX,0,PCS,900000.0,900000.0,0.0,,,,,,,,,,,,,,,,,
26,TRM3049,POMPA SUMUR DANGKAL NON OTOMATIS SHARP SPS-109N/UNIT,ADVANEX,0,UNIT,453000.0,607500.0,0.0,,,,,,,,,,,,,,,,,
27,TRM3687,SEKAI KIPAS ANGIN DINDING TORNADO / KIPAS ANGIN MEJA JUMBO  2 IN 1 18 INCH - HFN 1856,ADVANEX,0,PCS,0.0,450000.0,0.0,,,,,,,,,,,,,,,,,
28,TRM2991,TABLET XIAOMI REDMI PAD E 11 INCH RAM 4GB MEMORY 128GB,ADVANEX,0,UNIT,1959000.0,1959000.0,0.0,,,,,,,,,,,,,,,,,
29,TRM3114,"TANGGA MERK DALTON ML 1005 D (6,4 MTR) DOUBLE TELE (3.2 X 3.2 MTR) BERAT 22KG/UNIT",ADVANEX,0,UNIT,2380000.0,3213000.0,0.0,,,,,,,,,,,,,,,,,
30,TRM3772,TAP BALIK TEKIRO @ISI 6 PCS /SET,ADVANEX,0,PCS,0.0,97400.0,0.0,,,,,,,,,,,,,,,,,
31,TRM3680,TEKIRO SET PANJANG KUNCI HEX BALLPOINT (KUNCI L BALLPOINT) HK-BP1204 1.5-10MM,ADVANEX,0,PCS,0.0,179500.0,0.0,,,,,,,,,,,,,,,,,
32,TRM3681,TEKIRO TAMPER TORX KEY LONG SET ( KUNCI L TAMPER TORX LUBANG) HK-TA1206 T10-T50,ADVANEX,0,PCS,0.0,244500.0,0.0,,,,,,,,,,,,,,,,,
33,TRM3065,TIMMING BELT MITSUBOSHI,ADVANEX,0,PCS,127983.0,127983.0,0.0,,,,,,,,,,,,,,,,,
34,TRM3127,AIR ACCU @20 LTR /DIRIGEN,ADVANEX,2,PCS,0.0,120000.0,240000.0,,,,,,,,,,,,,,,,,
35,TRM3888,KERTAS HVS ROLL 60GSM LEBAR 2CM,ADVANEX,15,PCS,45000.0,69750.0,1046250.0,,,,,,,,,,,,,,,,,
36,TRM1359,ALUMINIUM FOIL SINGLE 4200X4000 MM,ALT,0,PCS,0.0,163800.0,0.0,,,,,,,,,,,,,,,,,
37,TRM0580,ALUMINIUM FOR SINGLE 1200 X 4000 MM,ALT,0,PCS,0.0,37600.0,0.0,,,,,,,,,,,,,,,,,
38,TRM1688,KABEL NYY 4X95MM BRAND : SUPREME,ALT,0,MTR,680000.0,680000.0,0.0,,,,,,,,,,,,,,,,,
39,TRM1360,PE FOAM BAG 2X400X250 MM,ALT,0,PCS,0.0,1200.0,0.0,,,,,,,,,,,,,,,,,
40,TRM0219,PE FOAM SHEET 5X200X250MM,ALT,0,PCS,0.0,820.0,0.0,,,,,,,,,,,,,,,,,
41,TRM0084,ADJUSTER M12 + NUT,ARD,0,SET,25034.0,36800.0,0.0,,,,,,,,,,,,,,,,,
42,TRM1512,"BOLT  L BAJA M10 X 25 NUT, WASHER, RING PER",ARD,0,SET,3400.0,5318.0,0.0,,,,,,,,,,,,,,,,,
43,TRM1510,"BOLT  L BAJA M16 X 40 NUT, WASHER, RING PER",ARD,0,SET,9650.0,15093.0,0.0,,,,,,,,,,,,,,,,,
44,TRM1514,"BOLT  L BAJA M16 X 60 NUT, WASHER, RING PER",ARD,0,SET,11650.0,18221.0,0.0,,,,,,,,,,,,,,,,,
45,TRM1511,"BOLT  L BAJA M30 X 50 NUT, WASHER, RING PER",ARD,0,SET,88500.0,138414.0,0.0,,,,,,,,,,,,,,,,,
46,TRM1517,"BOLT  L BAJA M5 X 10 NUT, WASHER, RING PER",ARD,0,SET,700.0,1095.0,0.0,,,,,,,,,,,,,,,,,
47,TRM1516,"BOLT  L BAJA M5 X 20 NUT, WASHER, RING PER",ARD,0,SET,730.0,1142.0,0.0,,,,,,,,,,,,,,,,,
48,TRM1518,"BOLT  L BAJA M6 X 10 NUT, WASHER, RING PER",ARD,0,SET,1300.0,2815.0,0.0,,,,,,,,,,,,,,,,,
49,TRM1515,"BOLT  L BAJA M6 X 15 NUT, WASHER, RING PER",ARD,0,SET,800.0,1251.0,0.0,,,,,,,,,,,,,,,,,
50,TRM1513,"BOLT  L BAJA M8 X 25 NUT, WASHER, RING PER",ARD,0,SET,1750.0,2737.0,0.0,,,,,,,,,,,,,,,,,
51,TRM1558,BOLT BAJA M12 X 40 + NUT+RING PER & PLAT,ARD,0,PCS,3765.0,8840.0,0.0,,,,,,,,,,,,,,,,,
52,TRM1557,BOLT BAJA M14 X 45 + NUT+RING PER & PLAT,ARD,0,PCS,5610.0,13940.0,0.0,,,,,,,,,,,,,,,,,
53,TRM1524,BOLT HEKSA SS M8 X 15 (INC. NUT),ARD,0,SET,2800.0,4379.0,0.0,,,,,,,,,,,,,,,,,
54,TRM1519,BOLT HEXA BAJA M10 X 100,ARD,0,SET,6000.0,9384.0,0.0,,,,,,,,,,,,,,,,,
55,TRM1899,BOLT HEXA M12X50 NUT RING PER WASHER,ARD,0,SET,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,
56,TRM2032,BOLT L (M10X30) STD PITCH,ARD,0,PCS,0.0,4165.0,0.0,,,,,,,,,,,,,,,,,
57,TRM2033,BOLT L (M10X35) STD PITCH,ARD,0,PCS,0.0,4505.0,0.0,,,,,,,,,,,,,,,,,
58,TRM2026,BOLT L (M5X16) STD PITCH,ARD,0,PCS,0.0,850.0,0.0,,,,,,,,,,,,,,,,,
59,TRM2025,BOLT L (M6X16) STD PITCH,ARD,0,PCS,0.0,969.0,0.0,,,,,,,,,,,,,,,,,
60,TRM2027,BOLT L (M6X20) STD PITCH,ARD,0,PCS,0.0,1037.0,0.0,,,,,,,,,,,,,,,,,
61,TRM2024,BOLT L (M6X25) STD PITCH,ARD,0,PCS,0.0,1062.0,0.0,,,,,,,,,,,,,,,,,
62,TRM2029,BOLT L (M8X12) STD PITCH,ARD,0,PCS,0.0,2550.0,0.0,,,,,,,,,,,,,,,,,
63,TRM2028,BOLT L (M8X20) STD PITCH,ARD,0,PCS,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,
64,TRM2030,BOLT L (M8X30) STD PITCH,ARD,0,PCS,0.0,3230.0,0.0,,,,,,,,,,,,,,,,,
65,TRM2031,BOLT L (M8X35) STD PITCH,ARD,0,PCS,0.0,3740.0,0.0,,,,,,,,,,,,,,,,,
66,TRM2034,BOLT L COUNTERSUNK (M6X20),ARD,0,PCS,0.0,1275.0,0.0,,,,,,,,,,,,,,,,,
67,TRM1523,BOLT TANAM M6 X 10,ARD,0,PCS,1000.0,1564.0,0.0,,,,,,,,,,,,,,,,,
68,TRM1525,BOLT TEPER SS M6 X 16 (INC. NUT),ARD,0,SET,1100.0,1720.0,0.0,,,,,,,,,,,,,,,,,
69,TRM1691,BOLT VERSENG M12 X 50,ARD,0,PCS,5935.0,8072.0,0.0,,,,,,,,,,,,,,,,,
70,TRM1871,BUSBAR + ISOLATOR TEMBAGA 8 PIN,ARD,0,PCS,0.0,87750.0,0.0,,,,,,,,,,,,,,,,,
71,TRM2035,BUTTON BOLT (M6X10),ARD,0,PCS,0.0,1530.0,0.0,,,,,,,,,,,,,,,,,
72,TRM1891,DYNABOLT M6 X 40 BESI,ARD,0,PCS,0.0,1615.0,0.0,,,,,,,,,,,,,,,,,
73,TRM1690,DYNASET M12X50,ARD,0,PCS,3025.0,4114.0,0.0,,,,,,,,,,,,,,,,,
74,TRM2886,DYNASET M8 X 30 BOLT TEPER,ARD,0,PCS,0.0,1938.0,0.0,,,,,,,,,,,,,,,,,
75,TRM1894,EXHOUS 1000 CMH MEREK CKE,ARD,0,PCS,0.0,897750.0,0.0,,,,,,,,,,,,,,,,,
76,TRM2036,EYEBOLT (RUD) M12 X 25,ARD,0,PCS,0.0,34340.0,0.0,,,,,,,,,,,,,,,,,
77,TRM1877,FITTING LAMPU GANTUNG,ARD,0,PCS,0.0,40500.0,0.0,,,,,,,,,,,,,,,,,
78,TRM1570,"FLANGE BOLT  M.8 X1,25 X 12",ARD,0,PCS,656.0,1115.0,0.0,,,,,,,,,,,,,,,,,
79,TRM1556,"FLANGE BOLT M.10 X 1,25 X 35",ARD,0,PCS,1500.0,1578.0,0.0,,,,,,,,,,,,,,,,,
80,TRM1573,"FLANGE BOLT M.8 X 1,25 X 15",ARD,0,PCS,691.0,2360.0,0.0,,,,,,,,,,,,,,,,,
81,TRM1572,"FLANGE BOLT M.8 X 1,25 X 25",ARD,0,PCS,1230.0,1904.0,0.0,,,,,,,,,,,,,,,,,
82,TRM0502,FLANGE BOLT M10 X 1.25 X 25,ARD,0,PCS,1120.0,2100.0,0.0,,,,,,,,,,,,,,,,,
83,TRM0501,FLANGE BOLT M10 X 1.25 X 35,ARD,0,PCS,1351.25,2600.0,0.0,,,,,,,,,,,,,,,,,
84,TRM0156,FLANGE BOLT M10X20,ARD,0,PCS,975.0,2000.0,0.0,,,,,,,,,,,,,,,,,
85,TRM3941,FLANGE BOLT M14X15,ARD,0,PCS,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,
86,TRM3334,HDPE BLUE UK 30MMX1MX2M,ARD,0,LBR,2940000.0,3234000.0,0.0,,,,,,,,,,,,,,,,,
87,TRM1883,HEXOS DINDING 16 INCH,ARD,0,UNIT,0.0,1252800.0,0.0,,,,,,,,,,,,,,,,,
88,TRM3950,JASA PLATING FLANGE BOLT M14 x 1.5 x 15,ARD,0,KG,7500.0,7500.0,0.0,,,,,,,,,,,,,,,,,
89,TRM1880,KABEL DUCK 45 X 45,ARD,0,BTG,0.0,44550.0,0.0,,,,,,,,,,,,,,,,,
90,TRM3930,"KABEL NYY 2 X 2,5 MM",ARD,0,MTR,0.0,22005.0,0.0,,,,,,,,,,,,,,,,,
91,TRM3931,KABEL NYY 4 X 4 MM,ARD,0,MTR,0.0,57375.0,0.0,,,,,,,,,,,,,,,,,
92,TRM1864,"KABEL NYYHY 2 X 1,5 (SUPRAME)",ARD,0,MTR,7779.0,11745.0,0.0,,,,,,,,,,,,,,,,,
93,TRM1865,"KABEL NYYHY 2 X 2,5 (SUPRAME)",ARD,0,MTR,12288.0,18900.0,0.0,,,,,,,,,,,,,,,,,
94,TRM1863,KABEL NYYHY 4 X 4 (SUPRAME),ARD,0,MTR,33595.0,50625.0,0.0,,,,,,,,,,,,,,,,,
95,TRM1895,"KABEL SUPRAME NYM NYY HY 2X2,5",ARD,0,MTR,0.0,18900.0,0.0,,,,,,,,,,,,,,,,,
96,TRM3929,KABEL SUPREME 5 X 6 MM NYY,ARD,0,MTR,0.0,113400.0,0.0,,,,,,,,,,,,,,,,,
97,TRM1875,KABEL TIST PANJANG 150MM,ARD,0,PAK,0.0,13500.0,0.0,,,,,,,,,,,,,,,,,
98,TRM1882,KIPAS ANGIN WALL FAN 24 INCH DINDING EUROFAN DFF 600,ARD,0,UNIT,0.0,1181250.0,0.0,,,,,,,,,,,,,,,,,
99,TRM1881,KIPAS DINDING 16 INCH,ARD,0,UNIT,0.0,553500.0,0.0,,,,,,,,,,,,,,,,,
100,TRM1898,"KLEM KONDUWIT 1/2"" (ISI 100)",ARD,0,PAK,71000.0,97200.0,0.0,,,,,,,,,,,,,,,,,
101,TRM1896,"KONDUWIT FLEXIBEL PUTIH 1/2"" @50 M",ARD,0,LOT,0.0,324000.0,0.0,,,,,,,,,,,,,,,,,
102,TRM1878,LAMPU PHILIPS 80 WATT,ARD,0,PCS,0.0,634500.0,0.0,,,,,,,,,,,,,,,,,
103,TRM1893,LAMPU TL PHILIP LED 120 COVER TANAM,ARD,0,SET,0.0,523800.0,0.0,,,,,,,,,,,,,,,,,
104,TRM1874,LEGRAN ISI 4 MALE IP44 32 AMPERE,ARD,0,PSG,551851.48,810000.0,0.0,,,,,,,,,,,,,,,,,
105,TRM3553,MC BLUE UK 60 X 80 X 190,ARD,0,LBR,165000.0,222751.0,0.0,,,,,,,,,,,,,,,,,
106,TRM3550,MC BLUE UK 90 X 100 X 180,ARD,0,LBR,335000.0,420000.0,0.0,,,,,,,,,,,,,,,,,
107,TRM3551,MC BLUE UK 90 X 140 X 160,ARD,0,LBR,410000.0,500000.0,0.0,,,,,,,,,,,,,,,,,
108,TRM3552,MC BLUE UK 90 X 90 X 155,ARD,0,LBR,265000.0,370000.0,0.0,,,,,,,,,,,,,,,,,
109,TRM1868,MCB 1  PHASE 10 AMPERE (SCHENEIDER),ARD,0,PCS,0.0,108000.0,0.0,,,,,,,,,,,,,,,,,
110,TRM1869,MCB 1  PHASE 16 AMPERE (SCHENEIDER),ARD,0,PCS,0.0,108000.0,0.0,,,,,,,,,,,,,,,,,
111,TRM1902,MCB 1 PH 10.AMP,ARD,0,PCS,0.0,114750.0,0.0,,,,,,,,,,,,,,,,,
112,TRM1867,MCB 3  PHASE 32 AMPERE (SCHENEIDER),ARD,0,PCS,0.0,513000.0,0.0,,,,,,,,,,,,,,,,,
113,TRM1866,MCCB 100 AMPERE (SCHENEIDER),ARD,0,PCS,0.0,499500.0,0.0,,,,,,,,,,,,,,,,,
114,TRM1725,MESIN PROFIL B,ARD,0,UNIT,225000000.0,225000000.0,0.0,,,,,,,,,,,,,,,,,
115,TRM1726,MESIN PROFIL G,ARD,0,UNIT,200000000.0,200000000.0,0.0,,,,,,,,,,,,,,,,,
116,TRM2746,NUT BAJA M6,ARD,0,PCS,115.0,115.0,0.0,,,,,,,,,,,,,,,,,
117,TRM1768,NUT WELDING M6X1.0,ARD,0,PCS,175.0,1045.0,0.0,,,,,,,,,,,,,,,,,
118,TRM0503,NUT WELDING M8,ARD,0,PCS,0.0,255.0,0.0,,,,,,,,,,,,,,,,,
119,TRM1901,PANEL BOX 1.8 X 200 X 500 X 600,ARD,0,PCS,0.0,1518750.0,0.0,,,,,,,,,,,,,,,,,
120,TRM1876,PANEL BOX UK 400 X 600,ARD,0,UNIT,0.0,606825.0,0.0,,,,,,,,,,,,,,,,,
121,TRM1872,PILOT LAMP RST,ARD,0,SET,0.0,7560.0,0.0,,,,,,,,,,,,,,,,,
122,TRM1897,"PIPA KONDOIT 1/2""",ARD,0,BTG,9800.0,135000.0,0.0,,,,,,,,,,,,,,,,,
123,TRM1879,PLEXIBLE KONDUIT 1/2 INCH (50 MTR),ARD,0,ROL,0.0,494775.0,0.0,,,,,,,,,,,,,,,,,
124,TRM2303,POLYURETHANE KOTAK 12MMX55MMX100MM KARET PU,ARD,0,PCS,0.0,10500.0,0.0,,,,,,,,,,,,,,,,,
125,TRM3122,RATCHET TIE DOWN BELT LS-05-15 (25MM X 800KG X 3MTR) KONDOTEC,ARD,0,PCS,52800.0,63250.0,0.0,,,,,,,,,,,,,,,,,
126,TRM3717,RATCHET TIE DOWN BELT LS-05-15 (25MM X 800KG X 6MTR) KONDOTEC,ARD,0,PCS,0.0,66000.0,0.0,,,,,,,,,,,,,,,,,
127,TRM1873,REL MCB,ARD,0,PCS,0.0,18900.0,0.0,,,,,,,,,,,,,,,,,
128,TRM2037,RING PER (M10),ARD,0,PCS,200.0,340.0,0.0,,,,,,,,,,,,,,,,,
129,TRM2038,RING PER (M6),ARD,0,PCS,100.0,200.0,0.0,,,,,,,,,,,,,,,,,
130,TRM1903,SAKLAR PHILIP PUTDOR 2 KONTAK,ARD,0,PCS,0.0,81675.0,0.0,,,,,,,,,,,,,,,,,
131,TRM1900,SKRUP KUNING PANJANG 10 (2000 PCS),ARD,0,DUS,0.0,850000.0,0.0,,,,,,,,,,,,,,,,,
132,TRM1520,SNEP RING RUAR DIA 14,ARD,0,PCS,1200.0,1887.0,0.0,,,,,,,,,,,,,,,,,
133,TRM1870,STOP KONTAK OUTBOW ISI 4 (BROCO),ARD,0,PCS,0.0,48600.0,0.0,,,,,,,,,,,,,,,,,
134,TRM1521,T SLOT M8,ARD,0,PCS,30000.0,46920.0,0.0,,,,,,,,,,,,,,,,,
135,TRM3933,TERMINAL COLOKAN ISI 3 BROCO,ARD,0,PCS,0.0,41850.0,0.0,,,,,,,,,,,,,,,,,
136,TRM1884,TURBIN VENTILATOR ATAP 14 INCH,ARD,0,UNIT,0.0,583200.0,0.0,,,,,,,,,,,,,,,,,
137,TRM1522,WASHER M30,ARD,0,PCS,5000.0,7820.0,0.0,,,,,,,,,,,,,,,,,
138,TRM0284,FLANGE BOLT M14 X 1.5 X 15,ARD,1094,PCS,4250.0,6790.0,7428260.0,,,,,,,,,,,,,,,,,
139,TRM1912,SKRUP 5 X 50 TYPE LION STAR,ARD,4,DUS,150000.0,255000.0,1020000.0,,,,,,,,,,,,,,,,,
140,TRM0243,NUT WELDING M.8X1.25,ARD,248485,PCS,215.0,255.0,63363675.0,,,,,,,,,,,,,,,,,
141,TRM1387,"GERINDA AMPLAS SUSUN #80 4"" BOX ISI 10",ASAHI,0,PCK,80000.0,104000.0,0.0,,,,,,,,,,,,,,,,,
142,TRM1385,"GERINDA CUTTING 4""X2MM WD ISI 20",ASAHI,0,PCK,53000.0,68900.0,0.0,,,,,,,,,,,,,,,,,
143,TRM1384,GERINDA FLEXIBLE ULTRAFLEX 4X2MM BOX ISI 20,ASAHI,0,PCK,158000.0,205400.0,0.0,,,,,,,,,,,,,,,,,
144,TRM1386,"GERINDA POLES WD 4""X6MM BOX ISI 25",ASAHI,0,PCK,150000.0,195000.0,0.0,,,,,,,,,,,,,,,,,
145,TRM1289,HAND WEEL FOLDING MACHINE,ASAHI,0,UNIT,14140000.0,19700000.0,0.0,,,,,,,,,,,,,,,,,
146,TRM1408,KARBON BRUSH UNTUK BOSCH GWS 060,ASAHI,0,PCS,38000.0,51300.0,0.0,,,,,,,,,,,,,,,,,
147,TRM1409,KARBON BRUSH UNTUK MAKITA M9513B,ASAHI,0,PCS,32000.0,43200.0,0.0,,,,,,,,,,,,,,,,,
148,TRM1290,MATERAI,ASAHI,0,PCS,10000.0,10000.0,0.0,,,,,,,,,,,,,,,,,
149,TRM3208,PLASTIK PP 0.8 25X40CM,ASAHI,0,KG,44550.0,44550.0,0.0,,,,,,,,,,,,,,,,,
150,TRM2048,PLASTIK PP 08 12X20CM,ASAHI,0,KG,0.0,37070.0,0.0,,,,,,,,,,,,,,,,,
151,TRM1434,PLASTIK PP 08X18X25CM,ASAHI,0,KG,30000.0,30000.0,0.0,,,,,,,,,,,,,,,,,
152,TRM4045,PLASTIK PP 08X25X40,ASAHI,0,KG,0.0,45900.0,0.0,,,,,,,,,,,,,,,,,
153,TRM1727,PLASTIK PP 08X30X45CM,ASAHI,0,KG,0.0,37050.0,0.0,,,,,,,,,,,,,,,,,
154,TRM3971,"PLASTIK PP 18X25 0,8",ASAHI,0,KG,0.0,44550.0,0.0,,,,,,,,,,,,,,,,,
155,TRM3972,"PLASTIK PP 25X40 0,8",ASAHI,0,KG,0.0,44550.0,0.0,,,,,,,,,,,,,,,,,
156,TRM3207,PLASTIK PP 30X45X0.3,ASAHI,0,KG,0.0,44550.0,0.0,,,,,,,,,,,,,,,,,
157,TRM4048,PLASTIK SHRINK 12CM (10.6 + 10.25) KG @2 ROLL,ASAHI,0,KG,0.0,60750.0,0.0,,,,,,,,,,,,,,,,,
158,TRM1469,PLASTIK SHRINK 12CM ROLL,ASAHI,0,PCS,36990.0,52000.0,0.0,,,,,,,,,,,,,,,,,
159,TRM2473,PLASTIK SHRINK 15 CM,ASAHI,0,PCS,53550.0,52000.0,0.0,,,,,,,,,,,,,,,,,
160,TRM1435,PLASTIK SHRINK 20CM,ASAHI,0,KG,41440.0,41440.0,0.0,,,,,,,,,,,,,,,,,
161,TRM4046,PLASTIK SHRINK 25 CM,ASAHI,0,KG,0.0,60750.0,0.0,,,,,,,,,,,,,,,,,
162,TRM1470,PLASTIK SHRINK 25CM 1 ROLL 14.8,ASAHI,0,KG,50417.5,52000.0,0.0,,,,,,,,,,,,,,,,,
163,TRM4047,PLASTIK SHRINK 30 CM (14.55 + 15.95) KG @2 ROLL,ASAHI,0,KG,0.0,60750.0,0.0,,,,,,,,,,,,,,,,,
164,TRM2147,PLASTIK SHRINK 30 CM 1 ROLL,ASAHI,0,KG,43000.0,43000.0,0.0,,,,,,,,,,,,,,,,,
165,TRM4055,STRAPING BAND EYZER UK 19MM,ASAHI,0,ROL,1050000.0,1500000.0,0.0,,,,,,,,,,,,,,,,,
166,TRM1358,STRAPPING BAND EYZER UK 19MM,ASAHI,0,ROL,1050000.0,1500000.0,0.0,,,,,,,,,,,,,,,,,
167,TRM0281,PAINT MARKER ARTLINE 400XF HIJAU,CAC,0,DUS,151800.0,198000.0,0.0,,,,,,,,,,,,,,,,,
168,TRM2820,PAINT MARKER ARTLINE 400XF WARNA LIGHT BLUE,CAC,0,DUS,167400.0,167400.0,0.0,,,,,,,,,,,,,,,,,
169,TRM0282,PAINT MARKER ARTLINE 400XF WARNA PINK,CAC,0,DUS,167400.0,198000.0,0.0,,,,,,,,,,,,,,,,,
170,TRM0391,PAINT MARKER SNOWMAN ORANGE,CAC,0,DUS,132500.0,148500.0,0.0,,,,,,,,,,,,,,,,,
171,TRM1720,PAINT  MARKER ARTLINE K177N-YELLOW,CAC,500,PCS,20550.0,20550.0,10275000.0,,,,,,,,,,,,,,,,,
172,TRM3104,ABATE BASF 1 KG,DEHEUS,0,KG,86000.0,86000.0,0.0,,,,,,,,,,,,,,,,,
173,TRM0356,AGITA RACUN LALAT 10WG @400GRAM,DEHEUS,0,UNIT,644750.0,799000.0,0.0,,,,,,,,,,,,,,,,,
174,TRM0293,AQUA 330ML,DEHEUS,0,PCS,1550.0,1875.0,0.0,,,,,,,,,,,,,,,,,
175,TRM0294,AQUA GELAS,DEHEUS,0,PCS,650.0,866.67,0.0,,,,,,,,,,,,,,,,,
176,TRM0662,BALLAST UNTUK LAMPU TL 18 WATT,DEHEUS,0,UNIT,72000.0,83700.0,0.0,,,,,,,,,,,,,,,,,
177,TRM0661,BALLAST UNTUK LAMPU TL 60 WATT,DEHEUS,0,UNIT,72000.0,83700.0,0.0,,,,,,,,,,,,,,,,,
178,TRM1410,BATERAI ALKALINE SIZE 9 VOLT,DEHEUS,0,PCK,30000.0,40500.0,0.0,,,,,,,,,,,,,,,,,
179,TRM0581,BATERAI ALKALINE SIZE AA,DEHEUS,0,PCK,6000.0,16200.0,0.0,,,,,,,,,,,,,,,,,
180,TRM0582,BATERAI ALKALINE SIZE AAA,DEHEUS,0,PCK,6000.0,6600.0,0.0,,,,,,,,,,,,,,,,,
181,TRM1479,BEARING 607,DEHEUS,0,PCS,6500.0,14850.0,0.0,,,,,,,,,,,,,,,,,
182,TRM0696,BODREX MIGRA,DEHEUS,0,LBR,2500.0,2500.0,0.0,,,,,,,,,,,,,,,,,
183,TRM1800,BOTOL PLASTIK 1500 ML UNTUK SAMPLING RM,DEHEUS,0,PCS,3500.0,5000.0,0.0,,,,,,,,,,,,,,,,,
184,TRM0722,BOTOL SAMPLE CAP 0.6 L,DEHEUS,0,PCS,2650.0,3750.0,0.0,,,,,,,,,,,,,,,,,
185,TRM0721,BOTOL SAMPLE CAP 1.4 L,DEHEUS,0,PCS,3500.0,5000.0,0.0,,,,,,,,,,,,,,,,,
186,TRM0535,CHEMICAL DISINFEKTAN,DEHEUS,0,LTR,80000.0,80000.0,0.0,,,,,,,,,,,,,,,,,
