Nama Cust,Tanggal,No PO,No Inv,No.,Kode Item,Nama Item,Jml,Satuan,Harga,Pot.,Total,PPN,Total Akhir,No FP,Ket
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0311/JL/CKRG/0126,5,TRW00002,JASA ANGKUTAN,1,LOT,2300000,0,2300000,253000,2553000,,12/01/2026 SPO NO 8306061654 12/01/2026 SPO NO 8306061653 12/01/2026 SPO NO 8306061655 13/01/2026 SPO NO 8306061789 13/01/2026 SPO NO 8306061790 13/01/2026 SPO NO 8306061802 14/01/2026 SPO NO 8306061846 15/01/2026 SPO NO 8306061915 15/01/2026 SPO NO 8306061916
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0311/JL/CKRG/0126,6,TRW00002,JASA ANGKUTAN,1,LOT,470250,0,470250,51727.5,521977.5,,12/01/2026 SPO NO 8306061654 12/01/2026 SPO NO 8306061653 12/01/2026 SPO NO 8306061655 13/01/2026 SPO NO 8306061789 13/01/2026 SPO NO 8306061790 13/01/2026 SPO NO 8306061802 14/01/2026 SPO NO 8306061846 15/01/2026 SPO NO 8306061915 15/01/2026 SPO NO 8306061916
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0311/JL/CKRG/0126,7,TRW00002,JASA ANGKUTAN,1,LOT,1524000,0,1524000,167640,1691640,,12/01/2026 SPO NO 8306061654 12/01/2026 SPO NO 8306061653 12/01/2026 SPO NO 8306061655 13/01/2026 SPO NO 8306061789 13/01/2026 SPO NO 8306061790 13/01/2026 SPO NO 8306061802 14/01/2026 SPO NO 8306061846 15/01/2026 SPO NO 8306061915 15/01/2026 SPO NO 8306061916
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0311/JL/CKRG/0126,8,TRW00002,JASA ANGKUTAN,1,LOT,3645000,0,3645000,400950,4045950,,12/01/2026 SPO NO 8306061654 12/01/2026 SPO NO 8306061653 12/01/2026 SPO NO 8306061655 13/01/2026 SPO NO 8306061789 13/01/2026 SPO NO 8306061790 13/01/2026 SPO NO 8306061802 14/01/2026 SPO NO 8306061846 15/01/2026 SPO NO 8306061915 15/01/2026 SPO NO 8306061916
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0311/JL/CKRG/0126,9,TRW00002,JASA ANGKUTAN,1,LOT,1150000,0,1150000,126500,1276500,,12/01/2026 SPO NO 8306061654 12/01/2026 SPO NO 8306061653 12/01/2026 SPO NO 8306061655 13/01/2026 SPO NO 8306061789 13/01/2026 SPO NO 8306061790 13/01/2026 SPO NO 8306061802 14/01/2026 SPO NO 8306061846 15/01/2026 SPO NO 8306061915 15/01/2026 SPO NO 8306061916
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,1,TRW00002,JASA ANGKUTAN,1,LOT,822000,0,822000,90420,912420,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,2,TRW00002,JASA ANGKUTAN,1,LOT,3645000,0,3645000,400950,4045950,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,3,TRW00002,JASA ANGKUTAN,1,LOT,1552500,0,1552500,170775,1723275,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,4,TRW00002,JASA ANGKUTAN,1,LOT,1345500,0,1345500,148005,1493505,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,5,TRW00002,JASA ANGKUTAN,1,LOT,807300,0,807300,88803,896103,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
