Nama Cust,Tanggal,No PO,No Inv,No.,Kode Item,Nama Item,Jml,Satuan,Harga,Pot. ,Total,PPN,Total Akhir,No FP,Ket
PT. KAWATA INDONESIA,46062.3956481482,KIPO26020051,0557/JL/CKRG/0226,1,TRM0241,TIMING BELT S5M-800 FOR HONEYCOMB DFG-15/150Z (IDF0050-7313),50,PCS,128500,0,6425000,706750,7131750,04002600032441153,PO : KIPO26020051                       DO : 12388-090226
PT. KAWATA INDONESIA,46062.3956481482,KIPO26020051,0557/JL/CKRG/0226,2,TRM0038,HINGE (ENGSEL PANEL) BLACK 40X40X9MM (IDR0015-6400),150,PCS,29000,0,4350000,478500,4828500,04002600032441153,PO : KIPO26020051                       DO : 12388-090226
PT. KAWATA INDONESIA,46062.3956481482,KIPO26020051,0557/JL/CKRG/0226,3,TRM0024,CLAMP LATCH LOCK FOR PANEL (ADB/ADG-15-300Z) SUS304 (IAD005-6403),50,PCS,24960,0,1248000,137280,1385280,04002600032441153,PO : KIPO26020051                       DO : 12388-090226
PT. KAWATA INDONESIA,46062.3963425926,KIPO26020038,0559/JL/CKRG/0226,1,TRM0062,REVOLVING WARNING LIGHT LTE-1101 AC220V (RED) W/O BUZZER (RG091),10,PCS,90000,0,900000,99000,999000,04002600032441140,PO : KIPO26020038                       DO : 12391-090226
PT. KAWATA INDONESIA,46062.3972222222,KIPO26020033,0558/JL/CKRG/0226,1,TRM0053,PLASTIC CHAIN STAR 6X50M YELLOW (NB161),1,ROL,643500,0,643500,70785,714285,04002600032441078,PO : KIPO26020033                       DO : 12390-090226
PT. KAWATA INDONESIA,46062.3972222222,KIPO26020033,0558/JL/CKRG/0226,2,TRM2344,NYLON CABLE GLAND PG-13.5 (BLACK) FOR (Ø20.4 HOLE) (NB479-1),200,PCS,2800,0,560000,61600,621600,04002600032441078,PO : KIPO26020033                       DO : 12390-090226
PT. KAWATA INDONESIA,46062.3972222222,KIPO26020033,0558/JL/CKRG/0226,3,TRM0081,NYLON CABLE GLAND PG-29 (BLACK) FOR (Ø37.0 HOLE) (NB490),50,PCS,5280,0,264000,29040,293040,04002600032441078,PO : KIPO26020033                       DO : 12390-090226
PT. KAWATA INDONESIA,46062.3972222222,KIPO26020033,0558/JL/CKRG/0226,4,TRM0046,MARKER TUBE MOTP WHITE 3.2 (200MTR/ROL) (CC104-1),200,MTR,1804,0,360800,39688,400488,04002600032441078,PO : KIPO26020033                       DO : 12390-090226
PT. KAWATA INDONESIA,46062.3972222222,KIPO26020033,0558/JL/CKRG/0226,5,TRM0070,SOCKET CONNECTOR 2 PIN MALE (NB470),200,PCS,2250,0,450000,49500,499500,04002600032441078,PO : KIPO26020033                       DO : 12390-090226
PT. KAWATA INDONESIA,46062.3972222222,KIPO26020033,0558/JL/CKRG/0226,6,TRM0069,SOCKET CONNECTOR 2 PIN FEMALE (NB471),200,PCS,2250,0,450000,49500,499500,04002600032441078,PO : KIPO26020033                       DO : 12390-090226
"PT. SUPRAVISI RAMA OPTIK, MANUFACTURING",46062.6128587963,PO-000004136,0651/JL/CKRG/0226,1,TRM4501,FISHER TEMBOK ISI 100,1,PCS,8400,0,8400,924,9324,04002600044538228,PO : PO-000004136                       DO : 12389-090226
"PT. SUPRAVISI RAMA OPTIK, MANUFACTURING",46062.6128587963,PO-000004136,0651/JL/CKRG/0226,2,TRM4502,BAUD FISHER 20MM,40,PCS,680,0,27200,2992,30192,04002600044538228,PO : PO-000004136                       DO : 12389-090226
"PT. SUPRAVISI RAMA OPTIK, MANUFACTURING",46062.6128587963,PO-000004136,0651/JL/CKRG/0226,3,TRM4503,KABEL NYMHY 2X1.5MM SUPREME,25,MTR,19600,0,490000,53900,543900,04002600044538228,PO : PO-000004136                       DO : 12389-090226
"PT. SUPRAVISI RAMA OPTIK, MANUFACTURING",46062.6128587963,PO-000004136,0651/JL/CKRG/0226,4,TRM4504,LAMPU EMERGENCY MEVAL,3,PCS,490000,0,1470000,161700,1631700,04002600044538228,PO : PO-000004136                       DO : 12389-090226
"PT. SUPRAVISI RAMA OPTIK, MANUFACTURING",46062.6128587963,PO-000004136,0651/JL/CKRG/0226,5,TRM4505,CLAMP CONDUIT 20MM ISI 100,1,PCS,105000,0,105000,11550,116550,04002600044538228,PO : PO-000004136                       DO : 12389-090226
PT. KAWATA INDONESIA,46063.3861458333,KIPO26010208,0562/JL/CKRG/0226,1,TRM0152,CABLE NYAF Ø2.50 MM2 (WHITE) (100MTR/ROLL) (CC476-1),100,MTR,5840,0,584000,64240,648240,04002600034710145,PO : KIPO26010208                       DO : 12395-100226
PT. KAWATA INDONESIA,46063.3885532407,KIPO26010157,0563/JL/CKRG/0226,1,TRM0802,"METAL CONNECTOR FEMALE TYPE ""S"" 2 PIN (NANABOSHI) NCS-162-P-CH (125V 5A) (448-9993)",2,PCS,390450,0,780900,85899,866799,04002600034710170,PO : KIPO26010157                      DO :  12396-100226
PT. KAWATA INDONESIA,46063.3885532407,KIPO26010157,0563/JL/CKRG/0226,2,TRM0803,"METAL CONNECTOR MALE TYPE ""S"" 2 PIN (NANABOSHI) NCS-162-ADF-CH (125V 5A) (NCC26)",2,PCS,243200,0,486400,53504,539904,04002600034710170,PO : KIPO26010157                      DO :  12396-100226
PT. KAWATA INDONESIA,46063.3929976852,KIPO26020015,0564/JL/CKRG/0226,1,TRM0057,PLYWOOD (KAYU TRIPLEK) L=240 W=120 T=9MM (NB019),90,LBR,113850,0,10246500,1127115,11373615,04002600034710166,PO : KIPO26020015                       DO : 12397-100226
PT. KAWATA INDONESIA,46063.3929976852,KIPO26020015,0564/JL/CKRG/0226,2,TRM0340,WAINSCOT (KAYU LIST) L=250 W=7 T=2 (NB018),750,BTG,12500,0,9375000,1031250,10406250,04002600034710166,PO : KIPO26020015                       DO : 12397-100226
PT. KAWATA INDONESIA,46063.3929976852,KIPO26020015,0564/JL/CKRG/0226,3,TRM0004,BEAMWOOD (KAYU BALOK) L=150 W=8 T=5 (NB017),710,BTG,12500,0,8875000,976250,9851250,04002600034710166,PO : KIPO26020015                       DO : 12397-100226
PT. KAWATA INDONESIA,46063.3929976852,KIPO26020015,0564/JL/CKRG/0226,4,TRM0005,BEAMWOOD (KAYU BALOK) L=200 X W=8 X T=5 (NB1343),18,BTG,24000,0,432000,47520,479520,04002600034710166,PO : KIPO26020015                       DO : 12397-100226
PT. KAWATA INDONESIA,46064.3749537037,KIPO26020083,0588/JL/CKRG/0226,1,TRM3226,DUCT TAPE (TECOM) NON ADHESIVE (4.5MMX12MTR/ROLL) (COLOR CREAM) (NA688),10,ROL,6412,0,64120,7053.2,71173.2,04002600037410756,PO : KIPO26020083                        DO : 12399-110226
PT. KAWATA INDONESIA,46064.3749537037,KIPO26020083,0588/JL/CKRG/0226,2,TRM3225,DUCT TAPE (TECOM) WITH ADHESIVE (4.5MMX12MTR/ROLL) (COLOR CREAM) (NA689),5,ROL,12113,0,60565,6662.15,67227.15,04002600037410756,PO : KIPO26020083                        DO : 12399-110226
PT. KAWATA INDONESIA,46064.3749884259,KIPO26020020,0587/JL/CKRG/0226,1,TRM3497,"ELBOW HOSE NIPPLE 20A(3/4"") X DIA. 19 (BRASS BSPT) (CE005)",7,PCS,78375,0,548625,60348.75,608973.75,04002600037410796,PO : KIPO26020020                        DO : 12400-110226
PT. KAWATA INDONESIA,46064.3750347222,KIPO25100070,0586/JL/CKRG/0226,1,TRM0057,PLYWOOD (KAYU TRIPLEK) L=240 W=120 T=9MM (NB019),334,LBR,113850,1406438,36619462,4028140.82,40647602.82,04002600037410800,PO : KIPO25100070                        DO : 12398-110226
PT. KAWATA INDONESIA,46064.3750347222,KIPO25100070,0586/JL/CKRG/0226,2,TRM0340,WAINSCOT (KAYU LIST) L=250 W=7 T=2 (NB018),864,BTG,12500,,10800000,1188000,11988000,04002600037410800,PO : KIPO25100070                        DO : 12398-110226
PT. KAWATA INDONESIA,46064.3750347222,KIPO25100070,0586/JL/CKRG/0226,3,TRM0004,BEAMWOOD (KAYU BALOK) L=150 W=8 T=5 (NB017),992,BTG,12500,,12400000,1364000,13764000,04002600037410800,PO : KIPO25100070                        DO : 12398-110226
PT. KAWATA INDONESIA,46064.3750347222,KIPO25100070,0586/JL/CKRG/0226,4,TRM0005,BEAMWOOD (KAYU BALOK) L=200 X W=8 X T=5 (NB1343),154,BTG,24000,,3696000,406560,4102560,04002600037410800,PO : KIPO25100070                        DO : 12398-110226
"SANOH INDONESIA, PT",46064.4136574074,PL2600378,0659/JL/CKRG/0226,1,TRM3983,MINI CUPLA 33 SF,6,PCS,198500,0,1191000,131010,1322010,04002600047761748,PO : PL2600378                             1. 12402-110226                           2. 12394-100226
"SANOH INDONESIA, PT",46064.4136574074,PL2600378,0659/JL/CKRG/0226,2,TRM4147,PVC SHEET 5MM X  120CM X 240CM,1,PCS,679000,0,679000,74690,753690,04002600047761748,PO : PL2600378                             1. 12402-110226                           2. 12394-100226
"PT. SUPRAVISI RAMA OPTIK, MANUFACTURING",46064.6450347222,PO-000004034,0715/JL/CKRG/0226,1,TRM1389,SPONBON (CSUCMMS0020008),30000,PCS,55,0,1650000,181500,1831500,04002600051784558,PO : PO-000004034                       DO : 12401-110226
PT. KAWATA INDONESIA,46065.3703935185,KIPO26020068,0619/JL/CKRG/0226,1,TRM0111,BOLT (BAUT L) M5XP.08XL12MM (GALVANIZED) (NB008-1),500,PCS,1113,0,556500,61215,617715,04002600040508658,PO : KIPO26020068DEL. NO : 12405-120226-KIPO26020068
PT. KAWATA INDONESIA,46065.3703935185,KIPO26020068,0619/JL/CKRG/0226,2,TRM0095,BOLT (BAUT JP) M4XP0.7XL6MM (GALVANIZED) (NB388),1000,PCS,144,0,144000,15840,159840,04002600040508658,PO : KIPO26020068DEL. NO : 12405-120226-KIPO26020068
PT. KAWATA INDONESIA,46065.3703935185,KIPO26020068,0619/JL/CKRG/0226,3,TRM0298,BOLT (BAUT HEXAGONAL) M8XP1.25XL25MM (GALVANIZED) (HA059),500,PCS,500,0,250000,27500,277500,04002600040508658,PO : KIPO26020068DEL. NO : 12405-120226-KIPO26020068
PT. KAWATA INDONESIA,46065.3703935185,KIPO26020068,0619/JL/CKRG/0226,4,TRM4486,BOLT(BAUT JT) M4XP0.7XL12MM (GALVANIZED) (NB180-1),500,PCS,475,0,237500,26125,263625,04002600040508658,PO : KIPO26020068DEL. NO : 12405-120226-KIPO26020068
PT. KAWATA INDONESIA,46065.3703935185,KIPO26020068,0619/JL/CKRG/0226,5,TRM0853,BOLT (BAUT JP) M5XP0.8XL6MM (SUS304) (NB241),500,PCS,500,0,250000,27500,277500,04002600040508658,PO : KIPO26020068DEL. NO : 12405-120226-KIPO26020068
PT. KAWATA INDONESIA,46065.3703935185,KIPO26020068,0619/JL/CKRG/0226,6,TRM0159,FLAT WASHER/RING PLATE M4 (SUS304) (NB828-1),1000,PCS,128,0,128000,14080,142080,04002600040508658,PO : KIPO26020068DEL. NO : 12405-120226-KIPO26020068
