LAPORAN PENJUALAN DETAIL PERIODE JANUARI 2026,,,,,,,,,,,,,,,
Data per 3 february 2026,,,,,,,,,,,,,,,
Nama Cust,Tanggal,No PO,No Inv,No.,Kode Item,Nama Item,Jml,Satuan,Harga, Pot.  ,Total, PPN , Total Akhir ,No FP,Ket
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,2,TRM0235,TERMINAL LUG RING R1.25-4 (SPECIAL) (NB982),"2,000.00",PCS,506.00,0,"1,012,000.00"," 111,320.00 "," 1,123,320.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,3,TRM0070,SOCKET CONNECTOR 2 PIN MALE (NB470),200.00,PCS,"2,250.00",0,"450,000.00"," 49,500.00 "," 499,500.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,4,TRM0069,SOCKET CONNECTOR 2 PIN FEMALE (NB471),200.00,PCS,"2,250.00",0,"450,000.00"," 49,500.00 "," 499,500.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,5,TRM0046,MARKER TUBE MOTP WHITE 3.2 (200MTR/ROL) (CC104-1),400.00,MTR,"1,804.00",0,"721,600.00"," 79,376.00 "," 800,976.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,6,TRM2344,NYLON CABLE GLAND PG-13.5 (BLACK) FOR (Ø20.4 HOLE) (NB479-1),100.00,PCS,"2,800.00",0,"280,000.00"," 30,800.00 "," 310,800.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,7,TRM0033,FIBERGLASS SLEEVING Ø10MM (WHITE) (NB136-1),200.00,MTR,"9,800.00",0,"1,960,000.00"," 215,600.00 "," 2,175,600.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,8,TRM0034,FIBERGLASS SLEEVING  Ø15MM (WHITE) (NB619),200.00,MTR,"16,900.00",0,"3,380,000.00"," 371,800.00 "," 3,751,800.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,9,TRM0152,CABLE NYAF Ø2.50 MM2 (WHITE) (100MTR/ROLL) (CC476-1),100.00,MTR,"5,840.00",0,"584,000.00"," 64,240.00 "," 648,240.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/7/2026 10:26,KIPO26010022,0047/JL/CKRG/0126,10,TRM0131,CABLE NYAF Ø0.50MM2 (YELLOW) [100MTR/ROLL] (CC491-1),500.00,MTR,"1,465.00",0,"732,500.00"," 80,575.00 "," 813,075.00 ",04012600001555976,PO : KIPO26010022                       DO : 12275-070125
PT. KAWATA INDONESIA,1/8/2026 9:33,KIPO25120231,0064/JL/CKRG/0126,1,TRM0672,BOLT (BAUT JT) M4XP0.7XL12MM (SUS304) (NB180),4.00,PCS,663.00,0,"2,652.00", 291.72 ," 2,943.72 ",04002600002187403,PO : KIPO25120231                       DO : 12281-080126
PT. KAWATA INDONESIA,1/8/2026 9:33,KIPO25120231,0064/JL/CKRG/0126,2,TRM0114,BOLT (BAUT L) M6XP1.0XL20MM (SUS304) (NB204),6.00,PCS,"1,732.00",0,"10,392.00"," 1,143.12 "," 11,535.12 ",04002600002187403,PO : KIPO25120231                       DO : 12281-080126
